Pokemon Name,Primary Type,Secondary Type,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Gen
"""Dedenne""","""Electric""","""Fairy""","""X""",67,58,57,81,67,101,431,Gen6
"""Carbink""","""Rock""","""Fairy""","""X""",50,50,150,50,150,50,500,Gen6
"""Goomy""","""Dragon""",,"""X""",45,50,35,55,75,40,300,Gen6
"""Sliggoo""","""Dragon""",,"""X""",68,75,53,83,113,60,452,Gen6
"""Sliggoo""","""Steel""","""Dragon""","""Legends Arceus""",58,75,83,83,113,40,452,Gen8
"""Sliggoo""","""Steel""","""Dragon""","""Legends Arceus""",58,75,83,83,113,40,452,Gen8
"""Goodra""","""Dragon""",,"""X""",90,100,70,110,150,80,600,Gen6
"""Goodra""","""Steel""","""Dragon""","""Legends Arceus""",80,100,100,110,150,60,600,Gen8
"""Klefki""","""Steel""","""Fairy""","""X""",57,80,91,80,87,75,470,Gen6
"""Phantump""","""Ghost""","""Grass""","""X""",43,70,48,50,60,38,309,Gen6
"""Trevenant""","""Ghost""","""Grass""","""X""",85,110,76,65,82,56,474,Gen6
"""Pumpkaboo""","""Ghost""","""Grass""","""X""",49,66,70,44,55,51,335,Gen6
"""Pumpkaboo""","""Ghost""","""Grass""","""X""",44,66,70,44,55,56,335,Gen6
"""Pumpkaboo""","""Ghost""","""Grass""","""X""",54,66,70,44,55,46,335,Gen6
"""Pumpkaboo""","""Ghost""","""Grass""","""X""",59,66,70,44,55,41,335,Gen6
"""Gourgeist""","""Ghost""","""Grass""","""X""",65,90,122,58,75,84,494,Gen6
"""Gourgeist""","""Ghost""","""Grass""","""X""",55,85,122,58,75,99,494,Gen6
"""Gourgeist""","""Ghost""","""Grass""","""X""",75,95,122,58,75,69,494,Gen6
"""Gourgeist""","""Ghost""","""Grass""","""X""",85,100,122,58,75,54,494,Gen6
"""Bergmite""","""Ice""",,"""X""",55,69,85,32,35,28,304,Gen6
"""Avalugg""","""Ice""","""Rock""","""Legends Arceus""",95,127,184,34,36,38,514,Gen8
"""Avalugg""","""Ice""","""Rock""","""Legends Arceus""",95,127,184,34,36,38,514,Gen8
"""Avalugg""","""Ice""",,"""X""",95,117,184,44,46,28,514,Gen6
"""Noibat""","""Flying""","""Dragon""","""X""",40,30,35,45,40,55,245,Gen6
"""Noivern""","""Flying""","""Dragon""","""X""",85,70,80,97,80,123,535,Gen6
"""Xerneas""","""Fairy""",,"""X""",126,131,95,131,98,99,680,Gen6
"""Yveltal""","""Dark""","""Flying""","""X""",126,131,95,131,98,99,680,Gen6
"""Zygarde""","""Dragon""","""Ground""","""X""",108,100,121,81,95,95,600,Gen6
"""Zygarde""","""Dragon""","""Ground""","""Sun""",54,100,71,61,85,115,486,Gen7
"""Zygarde""","""Dragon""","""Ground""","""Sun""",216,100,121,91,95,85,708,Gen7
"""Diancie""","""Rock""","""Fairy""","""Omega Ruby""",50,160,110,160,110,110,700,Gen6
"""Diancie""","""Rock""","""Fairy""","""X""",50,100,150,100,150,50,600,Gen6
"""Hoopa""","""Psychic""","""Ghost""","""X""",80,110,60,150,130,70,600,Gen6
"""Hoopa""","""Psychic""","""Dark""","""Omega Ruby""",80,160,60,170,130,80,680,Gen6
"""Volcanion""","""Fire""","""Water""","""X""",80,110,120,130,90,70,600,Gen6
"""Rowlet""","""Grass""","""Flying""","""Sun""",68,55,55,50,50,40,318,Gen7
"""Dartrix""","""Grass""","""Flying""","""Sun""",78,75,75,70,70,52,420,Gen7
"""Decidueye""","""Grass""","""Ghost""","""Sun""",78,107,75,100,100,70,530,Gen7
"""Decidueye""","""Grass""","""Fighting""","""Legends Arceus""",88,112,80,95,95,60,530,Gen8
"""Decidueye""","""Grass""","""Fighting""","""Legends Arceus""",88,112,80,95,95,60,530,Gen8
"""Litten""","""Fire""",,"""Sun""",45,65,40,60,40,70,320,Gen7
"""Torracat""","""Fire""",,"""Sun""",65,85,50,80,50,90,420,Gen7
"""Incineroar""","""Fire""","""Dark""","""Sun""",95,115,90,80,90,60,530,Gen7
"""Popplio""","""Water""",,"""Sun""",50,54,54,66,56,40,320,Gen7
"""Brionne""","""Water""",,"""Sun""",60,69,69,91,81,50,420,Gen7
"""Primarina""","""Water""","""Fairy""","""Sun""",80,74,74,126,116,60,530,Gen7
"""Pikipek""","""Normal""","""Flying""","""Sun""",35,75,30,30,30,65,265,Gen7
"""Trumbeak""","""Normal""","""Flying""","""Sun""",55,85,50,40,50,75,355,Gen7
"""Toucannon""","""Normal""","""Flying""","""Sun""",80,120,75,75,75,60,485,Gen7
"""Yungoos""","""Normal""",,"""Sun""",48,70,30,30,30,45,253,Gen7
"""Gumshoos""","""Normal""",,"""Sun""",88,110,60,55,60,45,418,Gen7
"""Grubbin""","""Bug""",,"""Sun""",47,62,45,55,45,46,300,Gen7
"""Charjabug""","""Bug""","""Electric""","""Sun""",57,82,95,55,75,36,400,Gen7
"""Vikavolt""","""Bug""","""Electric""","""Sun""",77,70,90,145,75,43,500,Gen7
"""Vikavolt""","""Bug""","""Electric""","""Sun""",77,70,90,145,75,43,500,Gen7
"""Crabrawler""","""Fighting""",,"""Sun""",47,82,57,42,47,63,338,Gen7
"""Crabominable""","""Fighting""","""Ice""","""Sun""",97,132,77,62,67,43,478,Gen7
"""Crabominable""","""Fighting""","""Ice""","""Sun""",97,132,77,62,67,43,478,Gen7
"""Oricorio""","""Fire""","""Flying""","""Sun""",75,70,70,98,70,93,476,Gen7
"""Oricorio""","""Electric""","""Flying""","""Sun""",75,70,70,98,70,93,476,Gen7
"""Oricorio""","""Psychic""","""Flying""","""Sun""",75,70,70,98,70,93,476,Gen7
"""Oricorio""","""Ghost""","""Flying""","""Sun""",75,70,70,98,70,93,476,Gen7
"""Cutiefly""","""Bug""","""Fairy""","""Sun""",40,45,40,55,40,84,304,Gen7
"""Ribombee""","""Bug""","""Fairy""","""Sun""",60,55,60,96,70,124,465,Gen7
"""Rockruff""","""Rock""",,"""Sun""",45,65,40,30,40,60,280,Gen7
"""Lycanroc""","""Rock""",,"""Sun""",75,115,65,55,65,112,487,Gen7
"""Lycanroc""","""Rock""",,"""Sun""",85,115,75,55,75,82,487,Gen7
"""Lycanroc""","""Rock""",,"""Ultra Sun""",75,117,65,55,65,110,487,Gen7
"""Wishiwashi""","""Water""",,"""Sun""",45,20,20,25,25,40,175,Gen7
"""Wishiwashi""","""Water""",,"""Sun""",45,140,130,140,135,30,620,Gen7
"""Mareanie""","""Poison""","""Water""","""Sun""",50,53,62,43,52,45,305,Gen7
"""Toxapex""","""Poison""","""Water""","""Sun""",50,63,152,53,142,35,495,Gen7
"""Mudbray""","""Ground""",,"""Sun""",70,100,70,45,55,45,385,Gen7
"""Mudsdale""","""Ground""",,"""Sun""",100,125,100,55,85,35,500,Gen7
"""Dewpider""","""Water""","""Bug""","""Sun""",38,40,52,40,72,27,269,Gen7
"""Araquanid""","""Water""","""Bug""","""Sun""",68,70,92,50,132,42,454,Gen7
"""Fomantis""","""Grass""",,"""Sun""",40,55,35,50,35,35,250,Gen7
"""Lurantis""","""Grass""",,"""Sun""",70,105,90,80,90,45,480,Gen7
"""Morelull""","""Grass""","""Fairy""","""Sun""",40,35,55,65,75,15,285,Gen7
"""Shiinotic""","""Grass""","""Fairy""","""Sun""",60,45,80,90,100,30,405,Gen7
"""Salandit""","""Poison""","""Fire""","""Sun""",48,44,40,71,40,77,320,Gen7
"""Salazzle""","""Poison""","""Fire""","""Sun""",68,64,60,111,60,117,480,Gen7
"""Stufful""","""Normal""","""Fighting""","""Sun""",70,75,50,45,50,50,340,Gen7
"""Bewear""","""Normal""","""Fighting""","""Sun""",120,125,80,55,60,60,500,Gen7
"""Bounsweet""","""Grass""",,"""Sun""",42,30,38,30,38,32,210,Gen7
"""Steenee""","""Grass""",,"""Sun""",52,40,48,40,48,62,290,Gen7
"""Tsareena""","""Grass""",,"""Sun""",72,120,98,50,98,72,510,Gen7
"""Comfey""","""Fairy""",,"""Sun""",51,52,90,82,110,100,485,Gen7
"""Oranguru""","""Normal""","""Psychic""","""Sun""",90,60,80,90,110,60,490,Gen7
"""Passimian""","""Fighting""",,"""Sun""",100,120,90,40,60,80,490,Gen7
"""Wimpod""","""Bug""","""Water""","""Sun""",25,35,40,20,30,80,230,Gen7
"""Golisopod""","""Bug""","""Water""","""Sun""",75,125,140,60,90,40,530,Gen7
"""Sandygast""","""Ghost""","""Ground""","""Sun""",55,55,80,70,45,15,320,Gen7
"""Palossand""","""Ghost""","""Ground""","""Sun""",85,75,110,100,75,35,480,Gen7
"""Pyukumuku""","""Water""",,"""Sun""",55,60,130,30,130,5,410,Gen7
"""Type: Null""","""Normal""",,"""Sun""",95,95,95,95,95,59,534,Gen7
"""Silvally""","""Normal""",,"""Sun""",95,95,95,95,95,95,570,Gen7
"""Minior""","""Rock""","""Flying""","""Sun""",60,60,100,60,100,60,440,Gen7
"""Minior""","""Rock""","""Flying""","""Sun""",60,100,60,100,60,120,500,Gen7
"""Minior""","""Rock""","""Flying""","""Sun""",60,100,60,100,60,120,500,Gen7
"""Minior""","""Rock""","""Flying""","""Sun""",60,100,60,100,60,120,500,Gen7
"""Minior""","""Rock""","""Flying""","""Sun""",60,100,60,100,60,120,500,Gen7
"""Minior""","""Rock""","""Flying""","""Sun""",60,100,60,100,60,120,500,Gen7
"""Minior""","""Rock""","""Flying""","""Sun""",60,100,60,100,60,120,500,Gen7
"""Minior""","""Rock""","""Flying""","""Sun""",60,100,60,100,60,120,500,Gen7
"""Komala""","""Normal""",,"""Sun""",65,115,65,75,95,65,480,Gen7
"""Turtonator""","""Fire""","""Dragon""","""Sun""",60,78,135,91,85,36,485,Gen7
"""Togedemaru""","""Electric""","""Steel""","""Sun""",65,98,63,40,73,96,435,Gen7
"""Mimikyu""","""Ghost""","""Fairy""","""Sun""",55,90,80,50,105,96,476,Gen7
"""Bruxish""","""Water""","""Psychic""","""Sun""",68,105,70,70,70,92,475,Gen7
"""Drampa""","""Normal""","""Dragon""","""Sun""",78,60,85,135,91,36,485,Gen7
"""Dhelmise""","""Ghost""","""Grass""","""Sun""",70,131,100,86,90,40,517,Gen7
"""Jangmo-o""","""Dragon""",,"""Sun""",45,55,65,45,45,45,300,Gen7
"""Hakamo-o""","""Dragon""","""Fighting""","""Sun""",55,75,90,65,70,65,420,Gen7
"""Kommo-o""","""Dragon""","""Fighting""","""Sun""",75,110,125,100,105,85,600,Gen7
"""Tapu Koko""","""Electric""","""Fairy""","""Sun""",70,115,85,95,75,130,570,Gen7
"""Tapu Lele""","""Psychic""","""Fairy""","""Sun""",70,85,75,130,115,95,570,Gen7
"""Tapu Bulu""","""Grass""","""Fairy""","""Sun""",70,130,115,85,95,75,570,Gen7
"""Tapu Fini""","""Water""","""Fairy""","""Sun""",70,75,115,95,130,85,570,Gen7
"""Cosmog""","""Psychic""",,"""Sun""",43,29,31,29,31,37,200,Gen7
"""Cosmoem""","""Psychic""",,"""Sun""",43,29,131,29,131,37,400,Gen7
"""Solgaleo""","""Psychic""","""Steel""","""Sun""",137,137,107,113,89,97,680,Gen7
"""Solgaleo""","""Psychic""","""Steel""","""Sun""",137,137,107,113,89,97,680,Gen7
"""Solgaleo""","""Psychic""","""Steel""","""Sun""",137,137,107,113,89,97,680,Gen7
"""Lunala""","""Psychic""","""Ghost""","""Sun""",137,113,89,137,107,97,680,Gen7
"""Lunala""","""Psychic""","""Ghost""","""Sun""",137,113,89,137,107,97,680,Gen7
"""Lunala""","""Psychic""","""Ghost""","""Sun""",137,113,89,137,107,97,680,Gen7
"""Nihilego""","""Rock""","""Poison""","""Sun""",109,53,47,127,131,103,570,Gen7
"""Buzzwole""","""Bug""","""Fighting""","""Sun""",107,139,139,53,53,79,570,Gen7
"""Pheromosa""","""Bug""","""Fighting""","""Sun""",71,137,37,137,37,151,570,Gen7
"""Xurkitree""","""Electric""",,"""Sun""",83,89,71,173,71,83,570,Gen7
"""Celesteela""","""Steel""","""Flying""","""Sun""",97,101,103,107,101,61,570,Gen7
"""Kartana""","""Grass""","""Steel""","""Sun""",59,181,131,59,31,109,570,Gen7
"""Guzzlord""","""Dark""","""Dragon""","""Sun""",223,101,53,97,53,43,570,Gen7
"""Necrozma""","""Psychic""","""Steel""","""Ultra Sun""",97,157,127,113,109,77,680,Gen7
"""Necrozma""","""Psychic""","""Ghost""","""Ultra Sun""",97,113,109,157,127,77,680,Gen7
"""Necrozma""","""Psychic""","""Dragon""","""Ultra Sun""",97,167,97,167,97,129,754,Gen7
"""Necrozma""","""Psychic""",,"""Sun""",97,107,101,127,89,79,600,Gen7
"""Magearna""","""Steel""","""Fairy""","""Sun""",80,95,115,130,115,65,600,Gen7
"""Magearna""","""Steel""","""Fairy""","""Sun""",80,95,115,130,115,65,600,Gen7
"""Marshadow""","""Fighting""","""Ghost""","""Sun""",90,125,80,90,90,125,600,Gen7
"""Poipole""","""Poison""",,"""Ultra Sun""",67,73,67,73,67,73,420,Gen7
"""Naganadel""","""Poison""","""Dragon""","""Ultra Sun""",73,73,73,127,73,121,540,Gen7
"""Stakataka""","""Rock""","""Steel""","""Ultra Sun""",61,131,211,53,101,13,570,Gen7
"""Blacephalon""","""Fire""","""Ghost""","""Ultra Sun""",53,127,53,151,79,107,570,Gen7
"""Zeraora""","""Electric""",,"""Ultra Sun""",88,112,75,102,80,143,600,Gen7
"""Meltan""","""Steel""",,"""Pokémon GO""",46,65,65,55,35,34,300,Gen7
"""Melmetal""","""Steel""",,"""Pokémon GO""",135,143,143,80,65,34,600,Gen7
"""Melmetal""","""Steel""",,"""Sword""",135,143,143,80,65,34,600,Gen8
"""Grookey""","""Grass""",,"""Sword""",50,65,50,40,40,65,310,Gen8
"""Thwackey""","""Grass""",,"""Sword""",70,85,70,55,60,80,420,Gen8
"""Rillaboom""","""Grass""",,"""Sword""",100,125,90,60,70,85,530,Gen8
"""Rillaboom""","""Grass""",,"""Sword""",100,125,90,60,70,85,530,Gen8
"""Scorbunny""","""Fire""",,"""Sword""",50,71,40,40,40,69,310,Gen8
"""Raboot""","""Fire""",,"""Sword""",65,86,50,55,60,94,410,Gen8
"""Cinderace""","""Fire""",,"""Sword""",80,116,75,65,75,119,530,Gen8
"""Cinderace""","""Fire""",,"""Sword""",80,116,75,65,75,119,530,Gen8
"""Sobble""","""Water""",,"""Sword""",50,40,40,70,40,70,310,Gen8
"""Drizzile""","""Water""",,"""Sword""",65,60,55,95,55,90,420,Gen8
"""Inteleon""","""Water""",,"""Sword""",70,85,65,125,65,120,530,Gen8
"""Inteleon""","""Water""",,"""Sword""",70,85,65,125,65,120,530,Gen8
"""Skwovet""","""Normal""",,"""Sword""",70,55,55,35,35,25,275,Gen8
"""Greedent""","""Normal""",,"""Sword""",120,95,95,55,75,20,460,Gen8
"""Rookidee""","""Flying""",,"""Sword""",38,47,35,33,35,57,245,Gen8
"""Corvisquire""","""Flying""",,"""Sword""",68,67,55,43,55,77,365,Gen8
"""Corviknight""","""Flying""","""Steel""","""Sword""",98,87,105,53,85,67,495,Gen8
"""Corviknight""","""Flying""","""Steel""","""Sword""",98,87,105,53,85,67,495,Gen8
"""Blipbug""","""Bug""",,"""Sword""",25,20,20,25,45,45,180,Gen8
"""Dottler""","""Bug""","""Psychic""","""Sword""",50,35,80,50,90,30,335,Gen8
"""Orbeetle""","""Bug""","""Psychic""","""Sword""",60,45,110,80,120,90,505,Gen8
"""Orbeetle""","""Bug""","""Psychic""","""Sword""",60,45,110,80,120,90,505,Gen8
"""Nickit""","""Dark""",,"""Sword""",40,28,28,47,52,50,245,Gen8
"""Thievul""","""Dark""",,"""Sword""",70,58,58,87,92,90,455,Gen8
"""Gossifleur""","""Grass""",,"""Sword""",40,40,60,40,60,10,250,Gen8
"""Eldegoss""","""Grass""",,"""Sword""",60,50,90,80,120,60,460,Gen8
"""Wooloo""","""Normal""",,"""Sword""",42,40,55,40,45,48,270,Gen8
"""Dubwool""","""Normal""",,"""Sword""",72,80,100,60,90,88,490,Gen8
"""Chewtle""","""Water""",,"""Sword""",50,64,50,38,38,44,284,Gen8
"""Drednaw""","""Water""","""Rock""","""Sword""",90,115,90,48,68,74,485,Gen8
"""Drednaw""","""Water""","""Rock""","""Sword""",90,115,90,48,68,74,485,Gen8
"""Yamper""","""Electric""",,"""Sword""",59,45,50,40,50,26,270,Gen8
"""Boltund""","""Electric""",,"""Sword""",69,90,60,90,60,121,490,Gen8
"""Rolycoly""","""Rock""",,"""Sword""",30,40,50,40,50,30,240,Gen8
"""Carkol""","""Rock""","""Fire""","""Sword""",80,60,90,60,70,50,410,Gen8
"""Coalossal""","""Rock""","""Fire""","""Sword""",110,80,120,80,90,30,510,Gen8
"""Coalossal""","""Rock""","""Fire""","""Sword""",110,80,120,80,90,30,510,Gen8
"""Applin""","""Grass""","""Dragon""","""Sword""",40,40,80,40,40,20,260,Gen8
"""Flapple""","""Grass""","""Dragon""","""Sword""",70,110,80,95,60,70,485,Gen8
"""Flapple""","""Grass""","""Dragon""","""Sword""",70,110,80,95,60,70,485,Gen8
"""Appletun""","""Grass""","""Dragon""","""Sword""",110,85,80,100,80,30,485,Gen8
"""Appletun""","""Grass""","""Dragon""","""Sword""",110,85,80,100,80,30,485,Gen8
"""Silicobra""","""Ground""",,"""Sword""",52,57,75,35,50,46,315,Gen8
"""Sandaconda""","""Ground""",,"""Sword""",72,107,125,65,70,71,510,Gen8
"""Sandaconda""","""Ground""",,"""Sword""",72,107,125,65,70,71,510,Gen8
"""Cramorant""","""Flying""","""Water""","""Sword""",70,85,55,85,95,85,475,Gen8
"""Arrokuda""","""Water""",,"""Sword""",41,63,40,40,30,66,280,Gen8
"""Barraskewda""","""Water""",,"""Sword""",61,123,60,60,50,136,490,Gen8
"""Toxel""","""Electric""","""Poison""","""Sword""",40,38,35,54,35,40,242,Gen8
"""Toxtricity""","""Electric""","""Poison""","""Sword""",75,98,70,114,70,75,502,Gen8
"""Toxtricity""","""Electric""","""Poison""","""Sword""",75,98,70,114,70,75,502,Gen8
"""Toxtricity""","""Electric""","""Poison""","""Sword""",75,98,70,114,70,75,502,Gen8
"""Toxtricity""","""Electric""","""Poison""","""Sword""",75,98,70,114,70,75,502,Gen8
"""Sizzlipede""","""Fire""","""Bug""","""Sword""",50,65,45,50,50,45,305,Gen8
"""Centiskorch""","""Fire""","""Bug""","""Sword""",100,115,65,90,90,65,525,Gen8
"""Centiskorch""","""Fire""","""Bug""","""Sword""",100,115,65,90,90,65,525,Gen8
"""Clobbopus""","""Fighting""",,"""Sword""",50,68,60,50,50,32,310,Gen8
"""Grapploct""","""Fighting""",,"""Sword""",80,118,90,70,80,42,480,Gen8
"""Sinistea""","""Ghost""",,"""Sword""",40,45,45,74,54,50,308,Gen8
"""Sinistea""","""Ghost""",,"""Sword""",40,45,45,74,54,50,308,Gen8
"""Polteageist""","""Ghost""",,"""Sword""",60,65,65,134,114,70,508,Gen8
"""Polteageist""","""Ghost""",,"""Sword""",60,65,65,134,114,70,508,Gen8
"""Hatenna""","""Psychic""",,"""Sword""",42,30,45,56,53,39,265,Gen8
"""Hattrem""","""Psychic""",,"""Sword""",57,40,65,86,73,49,370,Gen8
"""Hatterene""","""Psychic""","""Fairy""","""Sword""",57,90,95,136,103,29,510,Gen8
"""Hatterene""","""Psychic""","""Fairy""","""Sword""",57,90,95,136,103,29,510,Gen8
"""Impidimp""","""Dark""","""Fairy""","""Sword""",45,45,30,55,40,50,265,Gen8
"""Morgrem""","""Dark""","""Fairy""","""Sword""",65,60,45,75,55,70,370,Gen8
"""Grimmsnarl""","""Dark""","""Fairy""","""Sword""",95,120,65,95,75,60,510,Gen8
"""Grimmsnarl""","""Dark""","""Fairy""","""Sword""",95,120,65,95,75,60,510,Gen8
"""Obstagoon""","""Dark""","""Normal""","""Sword""",93,90,101,60,81,95,520,Gen8
"""Perrserker""","""Steel""",,"""Sword""",70,110,100,50,60,50,440,Gen8
"""Cursola""","""Ghost""",,"""Sword""",60,95,50,145,130,30,510,Gen8
"""Sirfetch'd""","""Fighting""",,"""Sword""",62,135,95,68,82,65,507,Gen8
"""Mr. Rime""","""Ice""","""Psychic""","""Sword""",80,85,75,110,100,70,520,Gen8
"""Runerigus""","""Ground""","""Ghost""","""Sword""",58,95,145,50,105,30,483,Gen8
"""Milcery""","""Fairy""",,"""Sword""",45,40,40,50,61,34,270,Gen8
"""Alcremie""","""Fairy""",,"""Sword""",65,60,75,110,121,64,495,Gen8
"""Alcremie""","""Fairy""",,"""Sword""",65,60,75,110,121,64,495,Gen8
"""Alcremie""","""Fairy""",,"""Sword""",65,60,75,110,121,64,495,Gen8
"""Alcremie""","""Fairy""",,"""Sword""",65,60,75,110,121,64,495,Gen8
"""Alcremie""","""Fairy""",,"""Sword""",65,60,75,110,121,64,495,Gen8
"""Alcremie""","""Fairy""",,"""Sword""",65,60,75,110,121,64,495,Gen8
"""Alcremie""","""Fairy""",,"""Sword""",65,60,75,110,121,64,495,Gen8
"""Alcremie""","""Fairy""",,"""Sword""",65,60,75,110,121,64,495,Gen8
"""Alcremie""","""Fairy""",,"""Sword""",65,60,75,110,121,64,495,Gen8
"""Alcremie""","""Fairy""",,"""Sword""",65,60,75,110,121,64,495,Gen8
"""Falinks""","""Fighting""",,"""Sword""",60,100,100,70,60,75,465,Gen8
"""Pincurchin""","""Electric""",,"""Sword""",48,101,95,91,85,15,435,Gen8
"""Snom""","""Ice""","""Bug""","""Sword""",30,25,35,45,30,20,185,Gen8
"""Frosmoth""","""Ice""","""Bug""","""Sword""",70,65,60,125,90,65,475,Gen8
"""Stonjourner""","""Rock""",,"""Sword""",100,125,135,20,20,70,470,Gen8
"""Eiscue""","""Ice""",,"""Sword""",75,80,110,65,90,50,470,Gen8
"""Eiscue""","""Ice""",,"""Sword""",75,80,70,65,50,130,470,Gen8
"""Indeedee""","""Psychic""","""Normal""","""Sword""",60,65,55,105,95,95,475,Gen8
"""Indeedee""","""Psychic""","""Normal""","""Sword""",70,55,65,95,105,85,475,Gen8
"""Morpeko""","""Electric""","""Dark""","""Sword""",58,95,58,70,58,97,436,Gen8
"""Cufant""","""Steel""",,"""Sword""",72,80,49,40,49,40,330,Gen8
"""Copperajah""","""Steel""",,"""Sword""",122,130,69,80,69,30,500,Gen8
"""Copperajah""","""Steel""",,"""Sword""",122,130,69,80,69,30,500,Gen8
"""Dracozolt""","""Electric""","""Dragon""","""Sword""",90,100,90,80,70,75,505,Gen8
"""Arctozolt""","""Electric""","""Ice""","""Sword""",90,100,90,90,80,55,505,Gen8
"""Dracovish""","""Water""","""Dragon""","""Sword""",90,90,100,70,80,75,505,Gen8
"""Arctovish""","""Water""","""Ice""","""Sword""",90,90,100,80,90,55,505,Gen8
"""Duraludon""","""Steel""","""Dragon""","""Sword""",70,95,115,120,50,85,535,Gen8
"""Duraludon""","""Steel""","""Dragon""","""Sword""",70,95,115,120,50,85,535,Gen8
"""Dreepy""","""Dragon""","""Ghost""","""Sword""",28,60,30,40,30,82,270,Gen8
"""Drakloak""","""Dragon""","""Ghost""","""Sword""",68,80,50,60,50,102,410,Gen8
"""Dragapult""","""Dragon""","""Ghost""","""Sword""",88,120,75,100,75,142,600,Gen8
"""Zacian""","""Fairy""",,"""Sword""",92,120,115,80,115,138,660,Gen8
"""Zacian""","""Fairy""","""Steel""","""Sword""",92,150,115,80,115,148,700,Gen8
"""Zamazenta""","""Fighting""",,"""Sword""",92,120,115,80,115,138,660,Gen8
"""Zamazenta""","""Fighting""","""Steel""","""Sword""",92,120,140,80,140,128,700,Gen8
"""Eternatus""","""Poison""","""Dragon""","""Sword""",140,85,95,145,95,130,690,Gen8
"""Eternatus""","""Poison""","""Dragon""","""Sword""",255,115,250,125,250,130,1125,Gen8
"""Kubfu""","""Fighting""",,"""Sword""",60,90,60,53,50,72,385,Gen8
"""Urshifu""","""Fighting""","""Dark""","""Sword""",100,130,100,63,60,97,550,Gen8
"""Urshifu""","""Fighting""","""Dark""","""Sword""",100,130,100,63,60,97,550,Gen8
"""Urshifu""","""Fighting""","""Water""","""Sword""",100,130,100,63,60,97,550,Gen8
"""Urshifu""","""Fighting""","""Water""","""Sword""",100,130,100,63,60,97,550,Gen8
"""Urshifu""","""Fighting""","""Dark""","""Sword""",100,130,100,63,60,97,550,Gen8
"""Urshifu""","""Fighting""","""Water""","""Sword""",100,130,100,63,60,97,550,Gen8
"""Zarude""","""Dark""","""Grass""","""Sword""",105,120,105,70,95,105,600,Gen8
"""Zarude""","""Dark""","""Grass""","""Sword""",105,120,105,70,95,105,600,Gen8
"""Regieleki""","""Electric""",,"""Sword""",80,100,50,100,50,200,580,Gen8
"""Regidrago""","""Dragon""",,"""Sword""",200,100,50,100,50,80,580,Gen8
"""Glastrier""","""Ice""",,"""Sword""",100,145,130,65,110,30,580,Gen8
"""Spectrier""","""Ghost""",,"""Sword""",100,65,60,145,80,130,580,Gen8
"""Calyrex""","""Psychic""","""Grass""","""Sword""",100,80,80,80,80,80,500,Gen8
"""Calyrex""","""Psychic""","""Ice""","""Sword""",100,165,150,85,130,50,680,Gen8
"""Calyrex""","""Psychic""","""Ghost""","""Sword""",100,85,80,165,100,150,680,Gen8
"""Wyrdeer""","""Normal""","""Psychic""","""Legends Arceus""",103,105,72,105,75,65,525,Gen8
"""Wyrdeer""","""Normal""","""Psychic""","""Legends Arceus""",103,105,72,105,75,65,525,Gen8
"""Kleavor""","""Bug""","""Rock""","""Legends Arceus""",70,130,95,45,75,85,500,Gen8
"""Ursaluna""","""Ground""","""Normal""","""Legends Arceus""",130,140,105,45,80,50,550,Gen8
"""Ursaluna""","""Ground""","""Normal""","""Legends Arceus""",130,140,105,45,80,50,550,Gen8
"""Ursaluna""","""Ground""","""Normal""","""Scarlet""",113,70,120,135,65,52,555,Gen9
"""Basculegion""","""Water""","""Ghost""","""Legends Arceus""",120,92,65,100,75,78,530,Gen8
"""Basculegion""","""Water""","""Ghost""","""Legends Arceus""",120,112,65,80,75,78,530,Gen8
"""Sneasler""","""Fighting""","""Poison""","""Legends Arceus""",80,130,60,40,80,120,510,Gen8
"""Overqwil""","""Dark""","""Poison""","""Legends Arceus""",85,115,95,65,65,85,510,Gen8
"""Overqwil""","""Dark""","""Poison""","""Legends Arceus""",85,115,95,65,65,85,510,Gen8
"""Enamorus""","""Fairy""","""Flying""","""Legends Arceus""",74,115,70,135,80,106,580,Gen8
"""Enamorus""","""Fairy""","""Flying""","""Legends Arceus""",74,115,110,135,100,46,580,Gen8
"""Sprigatito""","""Grass""",,"""Scarlet""",40,61,54,45,45,65,310,Gen9
"""Floragato""","""Grass""",,"""Scarlet""",61,80,63,60,63,83,410,Gen9
"""Meowscarada""","""Grass""","""Dark""","""Scarlet""",76,110,70,81,70,123,530,Gen9
"""Fuecoco""","""Fire""",,"""Scarlet""",67,45,59,63,40,36,310,Gen9
"""Crocalor""","""Fire""",,"""Scarlet""",81,55,78,49,58,90,411,Gen9
"""Skeledirge""","""Fire""","""Ghost""","""Scarlet""",104,75,100,110,75,66,530,Gen9
"""Quaxly""","""Water""",,"""Scarlet""",55,65,45,50,45,50,310,Gen9
"""Quaxwell""","""Water""",,"""Scarlet""",70,85,65,65,60,65,410,Gen9
"""Quaquaval""","""Water""","""Fighting""","""Scarlet""",85,120,80,85,75,85,530,Gen9
"""Lechonk""","""Normal""",,"""Scarlet""",54,45,40,35,45,35,254,Gen9
"""Oinkologne""","""Normal""",,"""Scarlet""",110,100,75,59,80,65,489,Gen9
"""Oinkologne""","""Normal""",,"""Scarlet""",115,90,70,59,90,65,489,Gen9
"""Tarountula""","""Bug""",,"""Scarlet""",35,41,45,29,40,20,210,Gen9
"""Spidops""","""Bug""",,"""Scarlet""",60,79,92,52,86,35,404,Gen9
