Pokemon Name,Primary Type,Secondary Type,Secondary Ability,Base Happiness,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total
"""Pyroar""","""Fire""","""Normal""","""Unnerve""",50,"""X""",86,68,72,109,66,106,507
"""Flabébé""","""Fairy""",,,50,"""X""",44,38,39,61,79,42,303
"""Flabébé""","""Fairy""",,,50,"""X""",44,38,39,61,79,42,303
"""Flabébé""","""Fairy""",,,50,"""X""",44,38,39,61,79,42,303
"""Flabébé""","""Fairy""",,,50,"""X""",44,38,39,61,79,42,303
"""Flabébé""","""Fairy""",,,50,"""X""",44,38,39,61,79,42,303
"""Floette""","""Fairy""",,,50,"""X""",54,45,47,75,98,52,371
"""Floette""","""Fairy""",,,50,"""X""",54,45,47,75,98,52,371
"""Floette""","""Fairy""",,,50,"""X""",54,45,47,75,98,52,371
"""Floette""","""Fairy""",,,50,"""X""",54,45,47,75,98,52,371
"""Floette""","""Fairy""",,,50,"""X""",54,45,47,75,98,52,371
"""Florges""","""Fairy""",,,50,"""X""",78,65,68,112,154,75,552
"""Florges""","""Fairy""",,,50,"""X""",78,65,68,112,154,75,552
"""Florges""","""Fairy""",,,50,"""X""",78,65,68,112,154,75,552
"""Florges""","""Fairy""",,,50,"""X""",78,65,68,112,154,75,552
"""Florges""","""Fairy""",,,50,"""X""",78,65,68,112,154,75,552
"""Skiddo""","""Grass""",,,50,"""X""",66,65,48,62,57,52,350
"""Gogoat""","""Grass""",,,50,"""X""",123,100,62,97,81,68,531
"""Pancham""","""Fighting""",,"""Mold Breaker""",50,"""X""",67,82,62,46,48,43,348
"""Pangoro""","""Fighting""","""Dark""","""Mold Breaker""",50,"""X""",95,124,78,69,71,58,495
"""Furfrou""","""Normal""",,,70,"""X""",75,80,60,65,90,102,472
"""Furfrou""","""Normal""",,,70,"""X""",75,80,60,65,90,102,472
"""Furfrou""","""Normal""",,,70,"""X""",75,80,60,65,90,102,472
"""Furfrou""","""Normal""",,,70,"""X""",75,80,60,65,90,102,472
"""Furfrou""","""Normal""",,,70,"""X""",75,80,60,65,90,102,472
"""Furfrou""","""Normal""",,,70,"""X""",75,80,60,65,90,102,472
"""Furfrou""","""Normal""",,,70,"""X""",75,80,60,65,90,102,472
"""Furfrou""","""Normal""",,,70,"""X""",75,80,60,65,90,102,472
"""Furfrou""","""Normal""",,,70,"""X""",75,80,60,65,90,102,472
"""Furfrou""","""Normal""",,,70,"""X""",75,80,60,65,90,102,472
"""Espurr""","""Psychic""",,"""Infiltrator""",50,"""X""",62,48,54,63,60,68,355
"""Meowstic""","""Psychic""",,"""Infiltrator""",50,"""X""",74,48,76,83,81,104,466
"""Meowstic""","""Psychic""",,"""Infiltrator""",50,"""X""",74,48,76,83,81,104,466
"""Honedge""","""Steel""","""Ghost""",,50,"""X""",45,80,100,35,37,28,325
"""Doublade""","""Steel""","""Ghost""",,50,"""X""",59,110,150,45,49,35,448
"""Aegislash""","""Steel""","""Ghost""",,50,"""X""",60,50,140,50,140,60,500
"""Aegislash""","""Steel""","""Ghost""",,50,"""X""",60,140,50,140,50,60,500
"""Spritzee""","""Fairy""",,,50,"""X""",78,52,60,63,65,23,341
"""Aromatisse""","""Fairy""",,,50,"""X""",101,72,72,99,89,29,462
"""Swirlix""","""Fairy""",,,50,"""X""",62,48,66,59,57,49,341
"""Slurpuff""","""Fairy""",,,50,"""X""",82,80,86,85,75,72,480
"""Inkay""","""Dark""","""Psychic""","""Contrary""",50,"""X""",53,54,53,37,46,45,288
"""Malamar""","""Dark""","""Psychic""","""Contrary""",50,"""X""",86,92,88,68,75,73,482
"""Binacle""","""Rock""","""Water""","""Sniper""",50,"""X""",42,52,67,39,56,50,306
"""Barbaracle""","""Rock""","""Water""","""Sniper""",50,"""X""",72,105,115,54,86,68,500
"""Skrelp""","""Poison""","""Water""","""Poison Touch""",50,"""X""",50,60,60,60,60,30,320
"""Dragalge""","""Poison""","""Dragon""","""Poison Touch""",50,"""X""",65,75,90,97,123,44,494
"""Clauncher""","""Water""",,,50,"""X""",50,53,62,58,63,44,330
"""Clawitzer""","""Water""",,,50,"""X""",71,73,88,120,89,59,500
"""Helioptile""","""Electric""","""Normal""","""Sand Veil""",50,"""X""",44,38,33,61,43,70,289
"""Heliolisk""","""Electric""","""Normal""","""Sand Veil""",50,"""X""",62,55,52,109,94,109,481
"""Tyrunt""","""Rock""","""Dragon""",,50,"""X""",58,89,77,45,45,48,362
"""Tyrantrum""","""Rock""","""Dragon""",,50,"""X""",82,121,119,69,59,71,521
"""Amaura""","""Rock""","""Ice""",,50,"""X""",77,59,50,67,63,46,362
"""Aurorus""","""Rock""","""Ice""",,50,"""X""",123,77,72,99,92,58,521
"""Sylveon""","""Fairy""",,,50,"""X""",95,65,65,110,130,60,525
"""Sylveon""","""Fairy""",,,50,"""X""",95,65,65,110,130,60,525
"""Hawlucha""","""Fighting""","""Flying""","""Unburden""",50,"""X""",78,92,75,74,63,118,500
"""Dedenne""","""Electric""","""Fairy""","""Pickup""",50,"""X""",67,58,57,81,67,101,431
"""Carbink""","""Rock""","""Fairy""",,50,"""X""",50,50,150,50,150,50,500
"""Goomy""","""Dragon""",,"""Hydration""",35,"""X""",45,50,35,55,75,40,300
"""Sliggoo""","""Dragon""",,"""Hydration""",35,"""X""",68,75,53,83,113,60,452
"""Sliggoo""","""Steel""","""Dragon""","""Shell Armor""",35,"""Legends Arceus""",58,75,83,83,113,40,452
"""Sliggoo""","""Steel""","""Dragon""","""Shell Armor""",35,"""Legends Arceus""",58,75,83,83,113,40,452
"""Goodra""","""Dragon""",,"""Hydration""",35,"""X""",90,100,70,110,150,80,600
"""Goodra""","""Steel""","""Dragon""","""Shell Armor""",35,"""Legends Arceus""",80,100,100,110,150,60,600
"""Klefki""","""Steel""","""Fairy""",,50,"""X""",57,80,91,80,87,75,470
"""Phantump""","""Ghost""","""Grass""","""Frisk""",50,"""X""",43,70,48,50,60,38,309
"""Trevenant""","""Ghost""","""Grass""","""Frisk""",50,"""X""",85,110,76,65,82,56,474
"""Pumpkaboo""","""Ghost""","""Grass""","""Frisk""",50,"""X""",49,66,70,44,55,51,335
"""Pumpkaboo""","""Ghost""","""Grass""","""Frisk""",50,"""X""",44,66,70,44,55,56,335
"""Pumpkaboo""","""Ghost""","""Grass""","""Frisk""",50,"""X""",54,66,70,44,55,46,335
"""Pumpkaboo""","""Ghost""","""Grass""","""Frisk""",50,"""X""",59,66,70,44,55,41,335
"""Gourgeist""","""Ghost""","""Grass""","""Frisk""",50,"""X""",65,90,122,58,75,84,494
"""Gourgeist""","""Ghost""","""Grass""","""Frisk""",50,"""X""",55,85,122,58,75,99,494
"""Gourgeist""","""Ghost""","""Grass""","""Frisk""",50,"""X""",75,95,122,58,75,69,494
"""Gourgeist""","""Ghost""","""Grass""","""Frisk""",50,"""X""",85,100,122,58,75,54,494
"""Bergmite""","""Ice""",,"""Ice Body""",50,"""X""",55,69,85,32,35,28,304
"""Avalugg""","""Ice""","""Rock""","""Ice Body""",50,"""Legends Arceus""",95,127,184,34,36,38,514
"""Avalugg""","""Ice""","""Rock""","""Ice Body""",50,"""Legends Arceus""",95,127,184,34,36,38,514
"""Avalugg""","""Ice""",,"""Ice Body""",50,"""X""",95,117,184,44,46,28,514
"""Noibat""","""Flying""","""Dragon""","""Infiltrator""",50,"""X""",40,30,35,45,40,55,245
"""Noivern""","""Flying""","""Dragon""","""Infiltrator""",50,"""X""",85,70,80,97,80,123,535
"""Xerneas""","""Fairy""",,,0,"""X""",126,131,95,131,98,99,680
"""Yveltal""","""Dark""","""Flying""",,0,"""X""",126,131,95,131,98,99,680
"""Zygarde""","""Dragon""","""Ground""","""Power Construct""",0,"""X""",108,100,121,81,95,95,600
"""Zygarde""","""Dragon""","""Ground""","""Power Construct""",0,"""Sun""",54,100,71,61,85,115,486
"""Zygarde""","""Dragon""","""Ground""",,0,"""Sun""",216,100,121,91,95,85,708
"""Diancie""","""Rock""","""Fairy""",,70,"""Omega Ruby""",50,160,110,160,110,110,700
"""Diancie""","""Rock""","""Fairy""",,50,"""X""",50,100,150,100,150,50,600
"""Hoopa""","""Psychic""","""Ghost""",,100,"""X""",80,110,60,150,130,70,600
"""Hoopa""","""Psychic""","""Dark""",,50,"""Omega Ruby""",80,160,60,170,130,80,680
"""Volcanion""","""Fire""","""Water""",,100,"""X""",80,110,120,130,90,70,600
"""Rowlet""","""Grass""","""Flying""",,50,"""Sun""",68,55,55,50,50,40,318
"""Dartrix""","""Grass""","""Flying""",,50,"""Sun""",78,75,75,70,70,52,420
"""Decidueye""","""Grass""","""Ghost""",,50,"""Sun""",78,107,75,100,100,70,530
"""Decidueye""","""Grass""","""Fighting""",,50,"""Legends Arceus""",88,112,80,95,95,60,530
"""Decidueye""","""Grass""","""Fighting""",,50,"""Legends Arceus""",88,112,80,95,95,60,530
"""Litten""","""Fire""",,,50,"""Sun""",45,65,40,60,40,70,320
"""Torracat""","""Fire""",,,50,"""Sun""",65,85,50,80,50,90,420
"""Incineroar""","""Fire""","""Dark""",,50,"""Sun""",95,115,90,80,90,60,530
"""Popplio""","""Water""",,,50,"""Sun""",50,54,54,66,56,40,320
"""Brionne""","""Water""",,,50,"""Sun""",60,69,69,91,81,50,420
"""Primarina""","""Water""","""Fairy""",,50,"""Sun""",80,74,74,126,116,60,530
"""Pikipek""","""Normal""","""Flying""","""Skill Link""",70,"""Sun""",35,75,30,30,30,65,265
"""Trumbeak""","""Normal""","""Flying""","""Skill Link""",70,"""Sun""",55,85,50,40,50,75,355
"""Toucannon""","""Normal""","""Flying""","""Skill Link""",70,"""Sun""",80,120,75,75,75,60,485
"""Yungoos""","""Normal""",,"""Strong Jaw""",50,"""Sun""",48,70,30,30,30,45,253
"""Gumshoos""","""Normal""",,"""Strong Jaw""",50,"""Sun""",88,110,60,55,60,45,418
"""Grubbin""","""Bug""",,,50,"""Sun""",47,62,45,55,45,46,300
"""Charjabug""","""Bug""","""Electric""",,50,"""Sun""",57,82,95,55,75,36,400
"""Vikavolt""","""Bug""","""Electric""",,50,"""Sun""",77,70,90,145,75,43,500
"""Vikavolt""","""Bug""","""Electric""",,50,"""Sun""",77,70,90,145,75,43,500
"""Crabrawler""","""Fighting""",,"""Iron Fist""",50,"""Sun""",47,82,57,42,47,63,338
"""Crabominable""","""Fighting""","""Ice""","""Iron Fist""",50,"""Sun""",97,132,77,62,67,43,478
"""Crabominable""","""Fighting""","""Ice""","""Iron Fist""",50,"""Sun""",97,132,77,62,67,43,478
"""Oricorio""","""Fire""","""Flying""",,50,"""Sun""",75,70,70,98,70,93,476
"""Oricorio""","""Electric""","""Flying""",,50,"""Sun""",75,70,70,98,70,93,476
"""Oricorio""","""Psychic""","""Flying""",,50,"""Sun""",75,70,70,98,70,93,476
"""Oricorio""","""Ghost""","""Flying""",,50,"""Sun""",75,70,70,98,70,93,476
"""Cutiefly""","""Bug""","""Fairy""","""Shield Dust""",50,"""Sun""",40,45,40,55,40,84,304
"""Ribombee""","""Bug""","""Fairy""","""Shield Dust""",50,"""Sun""",60,55,60,96,70,124,465
"""Rockruff""","""Rock""",,"""Vital Spirit""",50,"""Sun""",45,65,40,30,40,60,280
"""Lycanroc""","""Rock""",,"""Sand Rush""",50,"""Sun""",75,115,65,55,65,112,487
"""Lycanroc""","""Rock""",,"""Vital Spirit""",50,"""Sun""",85,115,75,55,75,82,487
"""Lycanroc""","""Rock""",,,50,"""Ultra Sun""",75,117,65,55,65,110,487
"""Wishiwashi""","""Water""",,,50,"""Sun""",45,20,20,25,25,40,175
"""Wishiwashi""","""Water""",,,50,"""Sun""",45,140,130,140,135,30,620
"""Mareanie""","""Poison""","""Water""","""Limber""",50,"""Sun""",50,53,62,43,52,45,305
"""Toxapex""","""Poison""","""Water""","""Limber""",50,"""Sun""",50,63,152,53,142,35,495
"""Mudbray""","""Ground""",,"""Stamina""",50,"""Sun""",70,100,70,45,55,45,385
"""Mudsdale""","""Ground""",,"""Stamina""",50,"""Sun""",100,125,100,55,85,35,500
"""Dewpider""","""Water""","""Bug""",,50,"""Sun""",38,40,52,40,72,27,269
"""Araquanid""","""Water""","""Bug""",,50,"""Sun""",68,70,92,50,132,42,454
"""Fomantis""","""Grass""",,,50,"""Sun""",40,55,35,50,35,35,250
"""Lurantis""","""Grass""",,,50,"""Sun""",70,105,90,80,90,45,480
"""Morelull""","""Grass""","""Fairy""","""Effect Spore""",50,"""Sun""",40,35,55,65,75,15,285
"""Shiinotic""","""Grass""","""Fairy""","""Effect Spore""",50,"""Sun""",60,45,80,90,100,30,405
"""Salandit""","""Poison""","""Fire""",,50,"""Sun""",48,44,40,71,40,77,320
"""Salazzle""","""Poison""","""Fire""",,50,"""Sun""",68,64,60,111,60,117,480
"""Stufful""","""Normal""","""Fighting""","""Klutz""",50,"""Sun""",70,75,50,45,50,50,340
"""Bewear""","""Normal""","""Fighting""","""Klutz""",50,"""Sun""",120,125,80,55,60,60,500
"""Bounsweet""","""Grass""",,"""Oblivious""",50,"""Sun""",42,30,38,30,38,32,210
"""Steenee""","""Grass""",,"""Oblivious""",50,"""Sun""",52,40,48,40,48,62,290
"""Tsareena""","""Grass""",,"""Queenly Majesty""",50,"""Sun""",72,120,98,50,98,72,510
"""Comfey""","""Fairy""",,"""Triage""",50,"""Sun""",51,52,90,82,110,100,485
"""Oranguru""","""Normal""","""Psychic""","""Telepathy""",50,"""Sun""",90,60,80,90,110,60,490
"""Passimian""","""Fighting""",,,50,"""Sun""",100,120,90,40,60,80,490
"""Wimpod""","""Bug""","""Water""",,50,"""Sun""",25,35,40,20,30,80,230
"""Golisopod""","""Bug""","""Water""",,50,"""Sun""",75,125,140,60,90,40,530
"""Sandygast""","""Ghost""","""Ground""",,50,"""Sun""",55,55,80,70,45,15,320
"""Palossand""","""Ghost""","""Ground""",,50,"""Sun""",85,75,110,100,75,35,480
"""Pyukumuku""","""Water""",,,50,"""Sun""",55,60,130,30,130,5,410
"""Type: Null""","""Normal""",,,0,"""Sun""",95,95,95,95,95,59,534
"""Silvally""","""Normal""",,,0,"""Sun""",95,95,95,95,95,95,570
"""Minior""","""Rock""","""Flying""",,70,"""Sun""",60,60,100,60,100,60,440
"""Minior""","""Rock""","""Flying""",,70,"""Sun""",60,100,60,100,60,120,500
"""Minior""","""Rock""","""Flying""",,70,"""Sun""",60,100,60,100,60,120,500
"""Minior""","""Rock""","""Flying""",,70,"""Sun""",60,100,60,100,60,120,500
"""Minior""","""Rock""","""Flying""",,70,"""Sun""",60,100,60,100,60,120,500
"""Minior""","""Rock""","""Flying""",,70,"""Sun""",60,100,60,100,60,120,500
"""Minior""","""Rock""","""Flying""",,70,"""Sun""",60,100,60,100,60,120,500
"""Minior""","""Rock""","""Flying""",,70,"""Sun""",60,100,60,100,60,120,500
"""Komala""","""Normal""",,,50,"""Sun""",65,115,65,75,95,65,480
"""Turtonator""","""Fire""","""Dragon""",,50,"""Sun""",60,78,135,91,85,36,485
"""Togedemaru""","""Electric""","""Steel""","""Lightning Rod""",50,"""Sun""",65,98,63,40,73,96,435
"""Mimikyu""","""Ghost""","""Fairy""",,50,"""Sun""",55,90,80,50,105,96,476
"""Bruxish""","""Water""","""Psychic""","""Strong Jaw""",50,"""Sun""",68,105,70,70,70,92,475
"""Drampa""","""Normal""","""Dragon""","""Sap Sipper""",50,"""Sun""",78,60,85,135,91,36,485
"""Dhelmise""","""Ghost""","""Grass""",,50,"""Sun""",70,131,100,86,90,40,517
"""Jangmo-o""","""Dragon""",,"""Soundproof""",50,"""Sun""",45,55,65,45,45,45,300
"""Hakamo-o""","""Dragon""","""Fighting""","""Soundproof""",50,"""Sun""",55,75,90,65,70,65,420
"""Kommo-o""","""Dragon""","""Fighting""","""Soundproof""",50,"""Sun""",75,110,125,100,105,85,600
"""Tapu Koko""","""Electric""","""Fairy""",,50,"""Sun""",70,115,85,95,75,130,570
"""Tapu Lele""","""Psychic""","""Fairy""",,50,"""Sun""",70,85,75,130,115,95,570
"""Tapu Bulu""","""Grass""","""Fairy""",,50,"""Sun""",70,130,115,85,95,75,570
"""Tapu Fini""","""Water""","""Fairy""",,50,"""Sun""",70,75,115,95,130,85,570
"""Cosmog""","""Psychic""",,,0,"""Sun""",43,29,31,29,31,37,200
"""Cosmoem""","""Psychic""",,,0,"""Sun""",43,29,131,29,131,37,400
"""Solgaleo""","""Psychic""","""Steel""",,0,"""Sun""",137,137,107,113,89,97,680
"""Solgaleo""","""Psychic""","""Steel""",,0,"""Sun""",137,137,107,113,89,97,680
"""Solgaleo""","""Psychic""","""Steel""",,0,"""Sun""",137,137,107,113,89,97,680
"""Lunala""","""Psychic""","""Ghost""",,0,"""Sun""",137,113,89,137,107,97,680
"""Lunala""","""Psychic""","""Ghost""",,0,"""Sun""",137,113,89,137,107,97,680
"""Lunala""","""Psychic""","""Ghost""",,0,"""Sun""",137,113,89,137,107,97,680
"""Nihilego""","""Rock""","""Poison""",,0,"""Sun""",109,53,47,127,131,103,570
"""Buzzwole""","""Bug""","""Fighting""",,0,"""Sun""",107,139,139,53,53,79,570
"""Pheromosa""","""Bug""","""Fighting""",,0,"""Sun""",71,137,37,137,37,151,570
"""Xurkitree""","""Electric""",,,0,"""Sun""",83,89,71,173,71,83,570
"""Celesteela""","""Steel""","""Flying""",,0,"""Sun""",97,101,103,107,101,61,570
"""Kartana""","""Grass""","""Steel""",,0,"""Sun""",59,181,131,59,31,109,570
"""Guzzlord""","""Dark""","""Dragon""",,0,"""Sun""",223,101,53,97,53,43,570
"""Necrozma""","""Psychic""","""Steel""",,0,"""Ultra Sun""",97,157,127,113,109,77,680
"""Necrozma""","""Psychic""","""Ghost""",,0,"""Ultra Sun""",97,113,109,157,127,77,680
"""Necrozma""","""Psychic""","""Dragon""",,0,"""Ultra Sun""",97,167,97,167,97,129,754
"""Necrozma""","""Psychic""",,,0,"""Sun""",97,107,101,127,89,79,600
"""Magearna""","""Steel""","""Fairy""",,0,"""Sun""",80,95,115,130,115,65,600
"""Magearna""","""Steel""","""Fairy""",,0,"""Sun""",80,95,115,130,115,65,600
"""Marshadow""","""Fighting""","""Ghost""",,0,"""Sun""",90,125,80,90,90,125,600
"""Poipole""","""Poison""",,,0,"""Ultra Sun""",67,73,67,73,67,73,420
"""Naganadel""","""Poison""","""Dragon""",,0,"""Ultra Sun""",73,73,73,127,73,121,540
"""Stakataka""","""Rock""","""Steel""",,0,"""Ultra Sun""",61,131,211,53,101,13,570
"""Blacephalon""","""Fire""","""Ghost""",,0,"""Ultra Sun""",53,127,53,151,79,107,570
"""Zeraora""","""Electric""",,,0,"""Ultra Sun""",88,112,75,102,80,143,600
"""Meltan""","""Steel""",,,0,"""Pokémon GO""",46,65,65,55,35,34,300
"""Melmetal""","""Steel""",,,0,"""Pokémon GO""",135,143,143,80,65,34,600
"""Melmetal""","""Steel""",,,0,"""Sword""",135,143,143,80,65,34,600
"""Grookey""","""Grass""",,,50,"""Sword""",50,65,50,40,40,65,310
"""Thwackey""","""Grass""",,,50,"""Sword""",70,85,70,55,60,80,420
"""Rillaboom""","""Grass""",,,50,"""Sword""",100,125,90,60,70,85,530
"""Rillaboom""","""Grass""",,,50,"""Sword""",100,125,90,60,70,85,530
"""Scorbunny""","""Fire""",,,50,"""Sword""",50,71,40,40,40,69,310
"""Raboot""","""Fire""",,,50,"""Sword""",65,86,50,55,60,94,410
"""Cinderace""","""Fire""",,,50,"""Sword""",80,116,75,65,75,119,530
"""Cinderace""","""Fire""",,,50,"""Sword""",80,116,75,65,75,119,530
"""Sobble""","""Water""",,,50,"""Sword""",50,40,40,70,40,70,310
"""Drizzile""","""Water""",,,50,"""Sword""",65,60,55,95,55,90,420
"""Inteleon""","""Water""",,,50,"""Sword""",70,85,65,125,65,120,530
"""Inteleon""","""Water""",,,50,"""Sword""",70,85,65,125,65,120,530
"""Skwovet""","""Normal""",,,50,"""Sword""",70,55,55,35,35,25,275
"""Greedent""","""Normal""",,,50,"""Sword""",120,95,95,55,75,20,460
"""Rookidee""","""Flying""",,"""Unnerve""",50,"""Sword""",38,47,35,33,35,57,245
"""Corvisquire""","""Flying""",,"""Unnerve""",50,"""Sword""",68,67,55,43,55,77,365
"""Corviknight""","""Flying""","""Steel""","""Unnerve""",50,"""Sword""",98,87,105,53,85,67,495
"""Corviknight""","""Flying""","""Steel""","""Unnerve""",50,"""Sword""",98,87,105,53,85,67,495
"""Blipbug""","""Bug""",,"""Compound Eyes""",50,"""Sword""",25,20,20,25,45,45,180
"""Dottler""","""Bug""","""Psychic""","""Compound Eyes""",50,"""Sword""",50,35,80,50,90,30,335
"""Orbeetle""","""Bug""","""Psychic""","""Frisk""",50,"""Sword""",60,45,110,80,120,90,505
"""Orbeetle""","""Bug""","""Psychic""","""Frisk""",50,"""Sword""",60,45,110,80,120,90,505
"""Nickit""","""Dark""",,"""Unburden""",50,"""Sword""",40,28,28,47,52,50,245
"""Thievul""","""Dark""",,"""Unburden""",50,"""Sword""",70,58,58,87,92,90,455
"""Gossifleur""","""Grass""",,"""Regenerator""",50,"""Sword""",40,40,60,40,60,10,250
"""Eldegoss""","""Grass""",,"""Regenerator""",50,"""Sword""",60,50,90,80,120,60,460
"""Wooloo""","""Normal""",,"""Run Away""",50,"""Sword""",42,40,55,40,45,48,270
"""Dubwool""","""Normal""",,"""Steadfast""",50,"""Sword""",72,80,100,60,90,88,490
"""Chewtle""","""Water""",,"""Shell Armor""",50,"""Sword""",50,64,50,38,38,44,284
"""Drednaw""","""Water""","""Rock""","""Shell Armor""",50,"""Sword""",90,115,90,48,68,74,485
"""Drednaw""","""Water""","""Rock""","""Shell Armor""",50,"""Sword""",90,115,90,48,68,74,485
"""Yamper""","""Electric""",,,50,"""Sword""",59,45,50,40,50,26,270
"""Boltund""","""Electric""",,,50,"""Sword""",69,90,60,90,60,121,490
"""Rolycoly""","""Rock""",,"""Heatproof""",50,"""Sword""",30,40,50,40,50,30,240
"""Carkol""","""Rock""","""Fire""","""Flame Body""",50,"""Sword""",80,60,90,60,70,50,410
"""Coalossal""","""Rock""","""Fire""","""Flame Body""",50,"""Sword""",110,80,120,80,90,30,510
"""Coalossal""","""Rock""","""Fire""","""Flame Body""",50,"""Sword""",110,80,120,80,90,30,510
"""Applin""","""Grass""","""Dragon""","""Gluttony""",50,"""Sword""",40,40,80,40,40,20,260
"""Flapple""","""Grass""","""Dragon""","""Gluttony""",50,"""Sword""",70,110,80,95,60,70,485
"""Flapple""","""Grass""","""Dragon""","""Gluttony""",50,"""Sword""",70,110,80,95,60,70,485
"""Appletun""","""Grass""","""Dragon""","""Gluttony""",50,"""Sword""",110,85,80,100,80,30,485
"""Appletun""","""Grass""","""Dragon""","""Gluttony""",50,"""Sword""",110,85,80,100,80,30,485
"""Silicobra""","""Ground""",,"""Shed Skin""",50,"""Sword""",52,57,75,35,50,46,315
"""Sandaconda""","""Ground""",,"""Shed Skin""",50,"""Sword""",72,107,125,65,70,71,510
"""Sandaconda""","""Ground""",,"""Shed Skin""",50,"""Sword""",72,107,125,65,70,71,510
"""Cramorant""","""Flying""","""Water""",,50,"""Sword""",70,85,55,85,95,85,475
"""Arrokuda""","""Water""",,,50,"""Sword""",41,63,40,40,30,66,280
"""Barraskewda""","""Water""",,,50,"""Sword""",61,123,60,60,50,136,490
"""Toxel""","""Electric""","""Poison""","""Static""",50,"""Sword""",40,38,35,54,35,40,242
"""Toxtricity""","""Electric""","""Poison""","""Plus""",50,"""Sword""",75,98,70,114,70,75,502
"""Toxtricity""","""Electric""","""Poison""","""Minus""",50,"""Sword""",75,98,70,114,70,75,502
"""Toxtricity""","""Electric""","""Poison""","""Plus""",50,"""Sword""",75,98,70,114,70,75,502
"""Toxtricity""","""Electric""","""Poison""","""Minus""",50,"""Sword""",75,98,70,114,70,75,502
"""Sizzlipede""","""Fire""","""Bug""","""White Smoke""",50,"""Sword""",50,65,45,50,50,45,305
"""Centiskorch""","""Fire""","""Bug""","""White Smoke""",50,"""Sword""",100,115,65,90,90,65,525
"""Centiskorch""","""Fire""","""Bug""","""White Smoke""",50,"""Sword""",100,115,65,90,90,65,525
"""Clobbopus""","""Fighting""",,,50,"""Sword""",50,68,60,50,50,32,310
"""Grapploct""","""Fighting""",,,50,"""Sword""",80,118,90,70,80,42,480
"""Sinistea""","""Ghost""",,,50,"""Sword""",40,45,45,74,54,50,308
"""Sinistea""","""Ghost""",,,50,"""Sword""",40,45,45,74,54,50,308
"""Polteageist""","""Ghost""",,,50,"""Sword""",60,65,65,134,114,70,508
"""Polteageist""","""Ghost""",,,50,"""Sword""",60,65,65,134,114,70,508
"""Hatenna""","""Psychic""",,"""Anticipation""",50,"""Sword""",42,30,45,56,53,39,265
"""Hattrem""","""Psychic""",,"""Anticipation""",50,"""Sword""",57,40,65,86,73,49,370
"""Hatterene""","""Psychic""","""Fairy""","""Anticipation""",50,"""Sword""",57,90,95,136,103,29,510
"""Hatterene""","""Psychic""","""Fairy""","""Anticipation""",50,"""Sword""",57,90,95,136,103,29,510
"""Impidimp""","""Dark""","""Fairy""","""Frisk""",50,"""Sword""",45,45,30,55,40,50,265
"""Morgrem""","""Dark""","""Fairy""","""Frisk""",50,"""Sword""",65,60,45,75,55,70,370
"""Grimmsnarl""","""Dark""","""Fairy""","""Frisk""",50,"""Sword""",95,120,65,95,75,60,510
"""Grimmsnarl""","""Dark""","""Fairy""","""Frisk""",50,"""Sword""",95,120,65,95,75,60,510
"""Obstagoon""","""Dark""","""Normal""","""Guts""",50,"""Sword""",93,90,101,60,81,95,520
"""Perrserker""","""Steel""",,"""Tough Claws""",50,"""Sword""",70,110,100,50,60,50,440
"""Cursola""","""Ghost""",,,50,"""Sword""",60,95,50,145,130,30,510
"""Sirfetch'd""","""Fighting""",,,50,"""Sword""",62,135,95,68,82,65,507
"""Mr. Rime""","""Ice""","""Psychic""","""Screen Cleaner""",50,"""Sword""",80,85,75,110,100,70,520
"""Runerigus""","""Ground""","""Ghost""",,50,"""Sword""",58,95,145,50,105,30,483
"""Milcery""","""Fairy""",,,50,"""Sword""",45,40,40,50,61,34,270
"""Alcremie""","""Fairy""",,,50,"""Sword""",65,60,75,110,121,64,495
"""Alcremie""","""Fairy""",,,50,"""Sword""",65,60,75,110,121,64,495
"""Alcremie""","""Fairy""",,,50,"""Sword""",65,60,75,110,121,64,495
"""Alcremie""","""Fairy""",,,50,"""Sword""",65,60,75,110,121,64,495
"""Alcremie""","""Fairy""",,,50,"""Sword""",65,60,75,110,121,64,495
"""Alcremie""","""Fairy""",,,50,"""Sword""",65,60,75,110,121,64,495
"""Alcremie""","""Fairy""",,,50,"""Sword""",65,60,75,110,121,64,495
"""Alcremie""","""Fairy""",,,50,"""Sword""",65,60,75,110,121,64,495
"""Alcremie""","""Fairy""",,,50,"""Sword""",65,60,75,110,121,64,495
"""Alcremie""","""Fairy""",,,50,"""Sword""",65,60,75,110,121,64,495
"""Falinks""","""Fighting""",,,50,"""Sword""",60,100,100,70,60,75,465
"""Pincurchin""","""Electric""",,,50,"""Sword""",48,101,95,91,85,15,435
"""Snom""","""Ice""","""Bug""",,50,"""Sword""",30,25,35,45,30,20,185
"""Frosmoth""","""Ice""","""Bug""",,50,"""Sword""",70,65,60,125,90,65,475
"""Stonjourner""","""Rock""",,,50,"""Sword""",100,125,135,20,20,70,470
"""Eiscue""","""Ice""",,,50,"""Sword""",75,80,110,65,90,50,470
"""Eiscue""","""Ice""",,,50,"""Sword""",75,80,70,65,50,130,470
"""Indeedee""","""Psychic""","""Normal""","""Synchronize""",140,"""Sword""",60,65,55,105,95,95,475
"""Indeedee""","""Psychic""","""Normal""","""Synchronize""",140,"""Sword""",70,55,65,95,105,85,475
